web-scraper-order,web-scraper-start-url,Chiens,Chiens-href,Nom,Prix,Adresse,Image-src
"1739188842-420","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-3834868","Chiots Pitbull","200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4951773_uploaded_image1_1726751081.jpg"
"1739188844-421","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiot-husky-3842536","Chiot Husky","400 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3842536_uploaded_image1_1661251974.jpg"
"1739188846-422","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiots-berger-malinois-3847815","Chiot Berger Malinois","200 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4969271_uploaded_image1_1727731274.jpg"
"1739188849-423","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3858177","Chiot berger allemand","150 000 CFA","Ngaparou, Sénégal","https://images.coinafrique.com/thumb_3858177_uploaded_image1_1662077390.jpg"
"1739188851-424","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/caniche-bichon-3861980","Caniche bichon","200 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3861980_uploaded_image1_1662259844.jpg"
"1739188854-425","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-3865643","Chiot Bichon Maltais","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5104979_uploaded_image2_1734994461.jpeg"
"1739188856-426","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-3865651","Chiot Berger Allemand","120 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5040967_uploaded_image1_1731453566.jpg"
"1739188858-427","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-3867595","Chiot malinois","250 000 CFA","Toubab Dialao, Sénégal","https://images.coinafrique.com/thumb_3867595_uploaded_image2_1662560517.jpeg"
"1739188861-428","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chienne-cane-corso-3867600","Chienne Cane Corso","400 000 CFA","Toubab Dialao, Sénégal","https://images.coinafrique.com/thumb_3867600_uploaded_image1_1662560691.jpg"
"1739188863-429","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiot-yorkshire-toy-3868293","Chiot Yorkshire Toy","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_3868293_uploaded_image1_1662590348.jpg"
"1739188866-430","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-femelle-3874592","Chiot Berger Malinois femelle","300 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3874592_uploaded_image1_1662985359.jpg"
"1739188868-431","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiot-femelle-boerboel-3874975","Chiot femelle boerboel","550 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3874975_uploaded_image1_1662997342.jpg"
"1739188870-432","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/berger-malinois-3881831","Chiot Berger Malinois","200 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4969271_uploaded_image1_1727731274.jpg"
"1739188873-433","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3890175","Chiots Berger Allemand","150 000 CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_3890175_uploaded_image1_1663943837.jpg"
"1739188875-434","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiots-bulldogs-francais-3893728","Chiots Bulldogs français","500 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3893742_uploaded_image1_1664199903.jpg"
"1739188877-435","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiots-bulldogs-francais-3893742","Chiots Bulldogs français","500 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3893742_uploaded_image1_1664199903.jpg"
"1739188880-436","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiots-pinschers-toy-3893750","Chiots Pinschers toy","400 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3893750_uploaded_image1_1664200070.jpg"
"1739188882-437","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3895930","Berger allemand","150 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4888701_uploaded_image1_1723387152.jpg"
"1739188885-438","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiots-bichon-3897557","Chiot Bichon Maltais","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5104979_uploaded_image2_1734994461.jpeg"
"1739188887-439","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiots-metisse-malinois-et-berger-belge-3899662","Chiots métisse malinois et berger belge","120 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_3899662_uploaded_image1_1664548562.jpg"
"1739188889-440","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-3900127","Chiens berger allemand","200 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4172538_uploaded_image1_1681227060.jpg"
"1739188892-441","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiots-rottweilers-3905906","Chiots Rottweilers","250 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_3905906_uploaded_image1_1664894472.jpg"
"1739188894-442","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-male-3910219","Chiots Berger Allemand","180 000 CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_3671351_uploaded_image1_1651056079.jpg"
"1739188897-443","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiot-beninois-marocain-3917424","Chiot Béninois Marocain","150 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3917424_uploaded_image1_1665594964.jpg"
"1739188899-444","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3919086","Chiot Berger Allemand","100 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4943304_uploaded_image1_1726252041.jpg"
"1739188901-445","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-3936588","Chiot Bichon Maltais","300 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4993670_uploaded_image1_1728931466.jpg"
"1739188904-446","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/bergers-belges-malinois-3939343","Bergers Belges Malinois","200 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3939343_uploaded_image1_1666955832.jpg"
"1739188906-447","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3940749","Chiot Berger Allemand","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739188909-448","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/male-boerbull-3950528","","","",""
"1739188911-449","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/femelle-husky-3950534","Femelle Husky","500 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3950534_uploaded_image1_1667574665.jpg"
"1739188913-450","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/berger-malinois-3961680","Berger Malinois","1 200 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3961682_uploaded_image3_1668213260.jpeg"
"1739188916-451","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/berger-malinois-3961682","Berger Malinois","1 200 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3961682_uploaded_image3_1668213260.jpeg"
"1739188918-452","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiots-3962314","Chiots croisé Boer et Root","150 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4919750_uploaded_image1_1725108338.jpg"
"1739188921-453","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-3975894","Chiot Bichon Maltais","120 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3975894_uploaded_image1_1669133398.jpg"
"1739188923-454","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/femelle-berger-allemand-3989786","Chiot Berger Allemand","150 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4532817_uploaded_image1_1704659367.jpg"
"1739188926-455","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/male-pitbull-3997099","Chiot pittbull","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3185241_uploaded_image1_1624350699.jpg"
"1739188928-456","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4005622","Chiot Berger Allemand","150 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4005622_uploaded_image1_1670861007.jpg"
"1739188930-457","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiot-husky-4018249","Chiots Husky","150 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4023358_uploaded_image1_1672057592.jpg"
"1739188933-458","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiots-husky-4023358","Chiots Husky","150 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4023358_uploaded_image1_1672057592.jpg"
"1739188935-459","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4025445","Chiot Bichon","175 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4463994_uploaded_image1_1700397411.jpg"
"1739188937-460","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-4025449","Chiot Bichon","175 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4463994_uploaded_image1_1700397411.jpg"
"1739188940-461","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiots-bichon-4027584","Chiot Bichon","175 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4463994_uploaded_image1_1700397411.jpg"
"1739188942-462","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-4034427","Chiots cane corso","350 000 CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_4034427_uploaded_image1_1672853648.jpg"
"1739188945-463","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-4041795","Chiot Bichon","175 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4463994_uploaded_image1_1700397411.jpg"
"1739188947-464","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-4041802","Chiot Bichon","175 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4463994_uploaded_image1_1700397411.jpg"
"1739188949-465","https://sn.coinafrique.com/categorie/chiens?page=5","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4044025","Chiot Berger Allemand","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739188955-466","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4047402","Chiot Berger Allemand","150 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4875998_uploaded_image1_1722728517.jpg"
"1739188957-467","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-4048333","Chiot Bichon","175 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4463994_uploaded_image1_1700397411.jpg"
"1739188960-468","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4048503","Chiots Bichon Maltais","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5002622_uploaded_image1_1729418106.jpg"
"1739188962-469","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiller-4051242","Chiot Rottweiller","200 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4051242_uploaded_image1_1673810971.jpg"
"1739188964-470","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiots-bulldog-francais-4056315","Chiots Bulldog français","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_4056315_uploaded_image1_1674120801.jpg"
"1739188967-471","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiots-bergers-allemands-4057130","Berger allemand","150 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4888701_uploaded_image1_1723387152.jpg"
"1739188969-472","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiot-golden-retriever-4059349","Chiot Golden Retriever","650 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4059349_uploaded_image1_1674300377.jpg"
"1739188972-473","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiot-husky-siberien-4063809","Chiot husky sibérien","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4063809_uploaded_image1_1674588250.jpg"
"1739188974-474","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-4070065","Chiots Pitbull","200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4951773_uploaded_image1_1726751081.jpg"
"1739188976-475","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-4077248","Chiot Bichon","175 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4463994_uploaded_image1_1700397411.jpg"
"1739188979-476","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-4078372","Chiots Pitbull","200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4951773_uploaded_image1_1726751081.jpg"
"1739188981-477","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4080591","Chiot Berger Allemand","200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4970950_uploaded_image1_1727800187.jpg"
"1739188983-478","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border2années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-4085335","Chiot Berger Malinois","200 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4969271_uploaded_image1_1727731274.jpg"
"1739188986-479","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-spitz-nain-pomeranien-4105901","Chiot Spitz Nain Pomeranien","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_4105901_uploaded_image1_1677094228.jpg"
"1739188988-480","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-male-bichon-4108812","Bichons maltais","300 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3143508_uploaded_image1_1622507623.jpg"
"1739188991-481","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-caniche-bichon-4117078","Chiot Caniche bichon","150 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4117078_uploaded_image1_1677779647.jpg"
"1739188993-482","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-4118286","Chiots malinois","280 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4118286_uploaded_image1_1677846223.jpg"
"1739188995-483","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-4118672","Chiot bichon maltais","130 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4118672_uploaded_image1_1677860063.jpg"
"1739188998-484","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4121621","Chiot Berger Allemand","200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4970950_uploaded_image1_1727800187.jpg"
"1739189000-485","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chien-bichon-4124637","Chien Bichon","150 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4124637_uploaded_image1_1678229133.jpg"
"1739189003-486","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4125859","Chiot Berger Allemand","120 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5040967_uploaded_image1_1731453566.jpg"
"1739189005-487","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-4125861","Chiot Bichon Maltais","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5104979_uploaded_image2_1734994461.jpeg"
"1739189007-488","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiens-rottweiler-4126333","Chiens Rottweiler","1 350 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4126333_uploaded_image1_1678330232.jpg"
"1739189010-489","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chienne-labrador-4126334","Chienne Labrador","650 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4126334_uploaded_image1_1678330605.jpg"
"1739189012-490","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chienne-golden-retriever-4126336","Chienne Golden Retriever","700 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4126336_uploaded_image1_1678330762.jpg"
"1739189014-491","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-4126440","Chiot Malinois 4 mois","275 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4807147_uploaded_image2_1719173692.jpeg"
"1739189017-492","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-berger-4130159","Chiot Berger Allemand","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739189019-493","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4131053","Berger allemand","150 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4888701_uploaded_image1_1723387152.jpg"
"1739189022-494","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-mal-bichon-4134271","Chiot Bichon","150 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4165184_uploaded_image1_1680766831.jpg"
"1739189024-495","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4135756","Chiot Berger Allemand","350 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_5173038_uploaded_image1_1738846508.jpg"
"1739189026-496","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4137626","Chiot Bichon","175 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4463994_uploaded_image1_1700397411.jpg"
"1739189029-497","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4141061","Chiot Berger Allemand","350 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_5173038_uploaded_image1_1738846508.jpg"
"1739189031-498","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-4141864","Chiots","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4344699_uploaded_image1_1692644593.jpg"
"1739189034-499","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chien-jack-russell-4142083","Chien Jack russell","175 000 CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4142083_uploaded_image1_1679347655.jpg"
"1739189036-500","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4149942","Chiots Bichon Maltais","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5002622_uploaded_image1_1729418106.jpg"
"1739189039-501","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-4149988","Chiot Berger Allemand","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739189041-502","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-4158059","Chiot Berger Malinois","200 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4969271_uploaded_image1_1727731274.jpg"
"1739189044-503","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-4159449","Chiots Berger Belge","250 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4206429_uploaded_image1_1683473426.jpg"
"1739189046-504","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-4162884","Chiot Malinois 4 mois","275 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4807147_uploaded_image2_1719173692.jpeg"
"1739189048-505","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4165184","Chiots Bichon Maltais","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5002622_uploaded_image1_1729418106.jpg"
"1739189051-506","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-labrador-4167214","Chiots labrador","400 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4167214_uploaded_image1_1680870219.jpg"
"1739189053-507","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-caniche-4169389","Chiot  Caniche","300 000 CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_4169389_uploaded_image1_1681006575.jpg"
"1739189056-508","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4171222","Chiots Berger Allemand","125 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4220216_uploaded_image1_1684354056.jpg"
"1739189058-509","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiens-berger-allemand-4172538","Chiens berger allemand","200 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4172538_uploaded_image1_1681227060.jpg"
"1739189060-510","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-4174428","Chiots Golden retriever","650 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4853861_uploaded_image1_1721576301.jpg"
"1739189063-511","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-bergers-allemands-4176841","Chiots Bergers Allemands","125 000 CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_4530727_uploaded_image1_1704546741.jpg"
"1739189065-512","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-4178317","Chiot Bichon Maltais","80 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5085599_uploaded_image1_1733856381.jpg"
"1739189068-513","https://sn.coinafrique.com/categorie/chiens?page=4","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-4180447","Chiot pitbull","100 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4180447_uploaded_image1_1681745968.jpg"
